nodo,pagerank,controlabilidad
778974,0.0248000000,0.1846181236
779135,0.0039200000,0.5561094297
779150,0.0226000000,0.5441813542
779154,0.0526000000,0.0154293514
779283,0.0081500000,0.7009673016
779451,0.0087500000,0.1841433743
779476,0.0081100000,0.4947480862
779578,0.0893592793,0.0543587918
779583,0.0508000000,0.0439736514
779715,0.0222000000,0.4591418907
779900,0.0296000000,0.2006409115
780006,0.0394000000,0.1903151148
780050,0.0244000000,0.4319031511
780198,0.0438000000,0.1046822147
780240,0.0254000000,0.1549462940
780290,0.0245000000,0.1306747374
780308,0.0289000000,0.4149308646
780419,0.0186000000,0.1874666192
780613,0.0072700000,0.0945937927
780641,0.0454000000,0.1907898641
781168,0.0691578371,0.0818942496
781280,0.1200440469,0.0606492196
781310,0.0345000000,0.1391608807
781314,0.0266000000,0.2602219453
781441,0.0069900000,0.3787905762
781530,0.0040600000,0.6330781556
781575,0.0123000000,0.1390421933
781730,0.0299000000,0.0801139398
782053,0.0152000000,0.2651474690
782263,0.0217000000,0.4526140882
782310,0.0552000000,0.0904990802
782329,0.0234000000,0.3191501988
782352,0.0039200000,0.0795798469
782482,0.0871958053,0.0601151267
782721,0.0105000000,0.3327398967
783328,0.0039200000,0.3545783633
783393,0.0145000000,0.5827547327
783573,0.0063900000,0.6566375883
783705,0.0039200000,0.0626075604
783771,0.0159000000,0.3457361581
783775,0.0039200000,0.6481514450
783870,0.0257000000,0.1177378197
783930,0.0399000000,0.1299626135
783937,0.0150000000,0.1796925998
784132,0.0509000000,0.0892528633
784165,0.0220000000,0.1883567741
784351,0.0095500000,0.6076197258
784457,0.0039200000,0.8457064863
784907,0.0149000000,0.1847368109
784912,0.0203000000,0.4513678713
784952,0.0252000000,0.5095246573
784981,0.0069000000,0.5319565604
784998,0.0285000000,0.2867485609
785016,0.0078800000,0.1237908729
785164,0.0039200000,0.0755444781
785230,0.0039200000,0.1002907839
785264,0.1009540724,0.5824580144
785270,0.0039200000,0.3346388938
785477,0.0331000000,0.8327102249
785485,0.0238000000,0.1461634324
785510,0.0039200000,0.1469349000
785637,0.0362000000,0.3675746247
785675,0.0039200000,0.3885229363
785730,0.0039200000,0.5111269361
785997,0.0323000000,0.0486024568
786040,0.0088800000,0.0976203193
786152,0.0256000000,0.2393329773
786342,0.0329000000,0.1859830277
786382,0.0273000000,0.2864518426
786491,0.0484000000,0.0907364548
786750,0.0105000000,0.2066939647
786795,0.0162000000,0.4940953059
786836,0.0391000000,0.0873538662
786916,0.0070500000,0.5720135304
786937,0.0275000000,0.1169070085
787166,0.0334000000,0.3116728978
787438,0.0039200000,0.3380808261
787596,0.0183000000,0.5308290309
787910,0.0378000000,0.1805234111
788034,0.0039200000,0.6902854430
788247,0.0138000000,0.2234882203
788299,0.0184000000,0.1757759183
788350,0.0108000000,0.6095780666
788570,0.0106000000,0.1331671711
788642,0.0098000000,0.2107293336
788670,0.0039200000,0.1804047238
788863,0.0296000000,0.1936977034
789068,0.0039200000,0.5014539196
789072,0.0091700000,0.7022728621
789109,0.0221000000,0.5248353213
789158,0.0394000000,0.1206456590
789286,0.0039200000,0.6127232805
789580,0.0970292156,0.2035487508
790000,0.0183000000,0.4010444484
790079,0.0171000000,0.0848020889
790800,0.1040472508,0.0426680909
791003,0.0039200000,0.2618242241
791045,0.0702012856,0.1569639784
791125,0.0039200000,0.1745890452
791250,0.0039200000,0.1843807489
791288,0.0187000000,0.4400925761
791300,0.0067100000,0.4169485490
791838,0.0332000000,0.1579134769
791951,0.0039200000,0.5244792594
792121,0.0110000000,0.5086345024
792177,0.0179000000,0.1844994362
792230,0.0039200000,0.4446620379
792333,0.0883293247,0.0656934307
792443,0.0200000000,0.1375586019
792563,0.0065800000,0.8235119577
792596,0.0130000000,0.5153996795
792646,0.1041603176,0.0786303484
792764,0.0039200000,0.6439973889
792909,0.0162000000,0.2767194825
793024,0.0214000000,0.3707198386
793112,0.0213000000,0.3270429055
793238,0.0792380409,0.1015963444
793342,0.0235000000,0.1995727257
793695,0.0096000000,0.2615275058
793721,0.0118000000,0.2996261349
793772,0.0365000000,0.1323363599
793909,0.0316000000,0.2487686191
794136,0.0039200000,0.3625304136
794227,0.0039200000,0.6250667616
794309,0.0125000000,0.3886416236
794633,0.0873064286,0.1843807489
794784,0.0039200000,0.8630941784
794801,0.0401000000,0.2701916800
794885,0.0343000000,0.2291852116
795100,0.0355000000,0.2471663403
795360,0.0514000000,0.1518010801
795448,0.0091400000,0.5713607501
796135,0.1742154409,0.0676517714
796772,0.0326000000,0.0573853184
797203,0.0448000000,0.2082368999
797285,0.0369000000,0.2097204914
797835,0.0198000000,0.2477597769
797840,0.0205000000,0.1710877693
797943,0.0065600000,0.6178268352
798007,0.0288000000,0.1993946947
798102,0.0148000000,0.3904812771
798171,0.0110000000,0.2726247700
798201,0.0088400000,0.3452020652
798295,0.0200000000,0.1944691710
798391,0.0266000000,0.1640852175
798478,0.0156000000,0.2808735387
798577,0.0485000000,0.0751884161
798645,0.0121000000,0.2829505667
798851,0.0168000000,0.3789686072
798952,0.0039200000,0.7519435048
799088,0.0674774214,0.3127410836
799198,0.0224000000,0.8421458667
799246,0.0164000000,0.0756631654
799247,0.0055000000,1.0000000000
799254,0.0039200000,0.4168892054
799286,0.0158000000,0.6637588274
799297,0.0087600000,0.1001720966
799390,0.0169000000,0.1754198564
799499,0.0332000000,0.0542994481
799532,0.0039200000,0.6952109667
799645,0.0661041769,0.5291080648
799963,0.0039200000,0.3659723459
799965,0.0244000000,0.0438549641
800031,0.0184000000,0.2695388998
800069,0.0169000000,0.0469408344
800076,0.0659317123,0.0639724645
800364,0.0039200000,0.3129784583
800407,0.0170000000,0.5597887366
800548,0.0278000000,0.1098451130
800991,0.0582000000,0.4174232983
801123,0.0493000000,0.2081182126
801173,0.0144000000,0.1671710878
801446,0.0143000000,0.3431250371
801486,0.0039200000,0.3933891164
801587,0.0039200000,0.1589223192
801660,0.0183000000,0.3835974126
801917,0.0065600000,0.7906949142
802093,0.0262000000,0.2075247760
802212,0.0066800000,0.3804521987
802225,0.0703303834,0.0793424723
802833,0.0039200000,0.1739956086
803201,0.0265000000,0.1318616106
803324,0.0039200000,0.8836864281
803890,0.0157000000,0.2068126521
803938,0.0054400000,0.5372974898
803975,0.0978265051,0.6188950211
803979,0.0094400000,0.5059046941
804070,0.0140000000,0.8663580796
804138,0.0039200000,0.3076375289
804358,0.0264000000,0.2957687971
804382,0.0039200000,0.9185804997
804416,0.0039200000,0.8899175123
804457,0.0039200000,0.8925286333
804683,0.0566000000,0.3752893003
804763,0.0039200000,0.1906118331
804808,0.0141000000,0.8578125927
805066,0.0039200000,0.6853599193
805124,0.0147000000,0.7061302000
805280,0.0065600000,0.4822859177
805450,0.0134000000,0.5288706902
805758,0.0177000000,0.1394575990
805991,0.0112000000,0.5775324907
806043,0.0096400000,0.3765948608
806057,0.0123000000,0.5807370482
806539,0.0039200000,0.0775028188
806753,0.0538000000,0.1443831227
807091,0.0119000000,0.4780131743
807161,0.0122000000,0.6035843570
807649,0.0501000000,0.0821909679
807720,0.0039200000,0.1396949736
807776,0.0172000000,0.3682274049
807891,0.0444000000,0.1328111091
807913,0.0467000000,0.1331671711
807933,0.0281000000,0.2662156549
808096,0.0282000000,0.2494807430
808213,0.0039200000,0.1208830336
808520,0.0407000000,0.0428461219
808739,0.0071800000,0.1909678951
808847,0.0039200000,0.1408225031
809093,0.0230000000,0.2354162958
809131,0.0177000000,0.2963622337
809138,0.0191000000,0.9457005519
809184,0.0242000000,0.4819891995
809288,0.0245000000,0.9502106700
809445,0.0415000000,0.4579550175
809760,0.0560000000,0.0693133939
809866,0.0343000000,0.3144027061
810134,0.0100000000,0.4285205626
810204,0.0039200000,0.3806895733
810224,0.0039200000,0.4659070678
810560,0.0128000000,0.5956916503
810579,0.0039200000,0.1574980713
810647,0.0039200000,0.7127766898
810948,0.0065800000,0.4780131743
811051,0.0674720378,0.0885407394
811099,0.0144000000,0.7946709394
811255,0.0170000000,0.2300160228
811453,0.0132000000,0.2458014361
812126,0.0141000000,0.6119518129
812493,0.0125000000,0.7236365794
812842,0.0039200000,0.5775918343
813365,0.0039200000,0.0332324491
813491,0.0410000000,0.3452020652
813524,0.0083000000,0.7078511661
813670,0.0039200000,0.2560085455
813798,0.0091800000,0.2223013471
814056,0.0087600000,0.1661622456
814153,0.0039200000,0.1363123850
814253,0.1420699277,0.7112337547
814256,0.1484425279,0.2625956917
814293,0.0523000000,0.0880066465
814304,0.0840061963,0.2364251380
814310,0.0067600000,0.2517358020
814422,0.0095400000,0.1395169426
814859,0.0259000000,0.4110141831
814881,0.0200000000,0.4516052460
814927,0.0196000000,0.1969022610
815088,0.0092600000,0.1388641624
815295,0.0260000000,0.2508456471
815314,0.0078700000,0.8216723043
815411,0.0553000000,0.0820129369
815554,0.0039200000,0.2023025340
815577,0.0039200000,0.4231202896
815586,0.0154000000,0.1025458430
815587,0.0276000000,0.3679306866
815666,0.0039200000,0.1069966174
815875,0.0082500000,0.3883449053
816089,0.0105000000,0.4933238383
816145,0.0094600000,0.3000415406
816234,0.0063300000,0.8594148715
816242,0.0073900000,0.7223903626
816640,0.0039200000,0.4400332324
816653,0.0866281831,0.3511364311
816838,0.0039200000,0.2780250430
816850,0.0039200000,0.5297015014
816952,0.0341000000,0.4091151860
817083,0.0108000000,0.8752596285
817112,0.0039200000,0.9339505074
817183,0.0382000000,0.1187466619
817204,0.0055900000,0.1230787490
817246,0.0242000000,0.0998753783
817742,0.0163000000,0.5660791644
817900,0.0418000000,0.1034359979
817907,0.0150000000,0.6076197258
818146,0.0090400000,0.7159219037
818155,0.0039200000,0.2017684410
818277,0.0131000000,0.5022253872
818340,0.0826807242,0.1994540383
818440,0.0086700000,0.1599905050
818666,0.0149000000,0.8517595395
818690,0.0039200000,0.0823096552
818790,0.0039200000,0.0946531363
818797,0.0145000000,0.5330247463
818814,0.0261000000,0.0724586078
818851,0.0138000000,0.3521452733
818878,0.0090000000,0.4802682333
819068,0.0039200000,0.3618182897
819268,0.0087000000,0.4286985936
819302,0.0039200000,0.3355883924
819425,0.0039200000,0.1165509465
819522,0.0288000000,0.3736276779
819613,0.0039200000,0.5873835381
819647,0.0116000000,0.3785532016
819672,0.0039200000,0.1788617886
819999,0.0637000000,0.7361580915
820025,0.0082000000,0.2590944158
820251,0.0147000000,0.1849148418
820272,0.0210000000,0.0634977153
820585,0.0839043863,0.0882440211
820661,0.0188000000,0.3007536645
821083,0.0039200000,0.3434217554
821609,0.0264000000,0.3805708860
821637,0.0039200000,0.8870096730
821669,0.0039200000,0.9480149546
821949,0.0039200000,0.3602753546
821996,0.0039200000,0.6267283841
822112,0.0039200000,0.4538009614
822482,0.0174000000,0.3114355231
822506,0.0274000000,0.1548869503
822715,0.0172000000,0.1716812059
823054,0.0153000000,0.3522639606
823083,0.0840148633,0.2612307875
823106,0.0187000000,0.3634799122
823115,0.0366000000,0.0955432912
823261,0.0295000000,0.1110913299
823288,0.0169000000,0.6334935612
823350,0.0039200000,0.4111922141
823506,0.0091600000,0.5158744288
823784,0.0120000000,0.6691591004
823999,0.0125000000,0.2166636995
824087,0.0039200000,0.6823927363
824130,0.0204000000,0.0469408344
824155,0.0233000000,0.1915019880
826951,0.0039200000,0.1180938817
831481,0.0457000000,0.0619547801
832331,0.0039200000,0.0413031868
834711,0.0039200000,0.3296540265
836241,0.0067100000,0.6319506261
837791,0.0076400000,0.4722568394
839201,0.0223000000,0.7642276423
839321,0.0827373357,0.8179336538
840561,0.0215000000,0.1423654383
843631,0.0459000000,0.0559017269
847721,0.0090700000,0.2196308824
849101,0.0220000000,0.7583526200
849591,0.0391000000,0.3163017032
851991,0.0222000000,0.1440270607
853061,0.0039200000,0.1684766483
854671,0.0153000000,0.0968488517
855061,0.0311000000,0.4283425316
856401,0.0295000000,0.3563586731
858051,0.0315000000,0.3266868435
859671,0.0039200000,0.5726069669
863101,0.0176000000,0.2253278737
863161,0.0039200000,0.3827072577
863971,0.0073900000,0.2498368049
864531,0.0061500000,0.2104919589
866481,0.0347000000,0.0957806658
866661,0.0128000000,0.6341463415
867641,0.0239000000,0.5948014955
870511,0.0126000000,0.6558067770
870541,0.0333000000,0.1945285146
873731,0.0124000000,0.3468043440
875841,0.0180000000,0.1466975254
875931,0.0300000000,0.3297727138
876571,0.0138000000,0.2470476530
877781,0.0238000000,0.1462821198
880621,0.0091400000,0.5311257492
883971,0.0041500000,0.8116432259
884301,0.0039200000,0.3532728028
885361,0.0039200000,0.4726722450
886071,0.0166000000,0.2980831998
886841,0.0391000000,0.1210610646
887151,0.0394000000,0.0745356359
888981,0.0078700000,0.7677882618
890101,0.0601000000,0.1428401875
893431,0.0039200000,0.2859770933
894471,0.0509000000,0.0624888731
894591,0.0499000000,0.1352441992
896061,0.0140000000,0.1496647083
899671,0.0299000000,0.3476944988
900421,0.0401000000,0.1398730046
901651,0.0404000000,0.4368880185
913681,0.0237000000,0.3175479200
915051,0.0074400000,0.1869325263
917171,0.0039200000,0.0632009970
918711,0.0115000000,0.4592012343
919541,0.0039200000,0.8979882500
920041,0.0062200000,0.1839653433
922011,0.0250000000,0.0321642633
922961,0.0090500000,0.2441991573
926981,0.0932722737,0.6972286511
928301,0.0107000000,0.3336893953
928691,0.0702632962,0.0510948905
932781,0.0123000000,0.0464660851
934071,0.0316000000,0.2086523055
935231,0.0234000000,0.2284730877
935801,0.0039200000,0.2952347042
935991,0.0039200000,0.1129903270
941401,0.0039200000,0.2177318853
942071,0.0134000000,0.1851522165
942561,0.0039200000,0.3928550234
944511,0.0328000000,0.1314462050
945951,0.0142000000,0.3161236722
946021,0.0212000000,0.5207406089
948461,0.0192000000,0.1284790220
949401,0.0163000000,0.2948192986
953321,0.0113000000,0.7046466085
954721,0.0178000000,0.8062429529
957271,0.0492000000,0.3354697051
958091,0.0039200000,0.8653492374
959201,0.0311000000,0.1039107471
961201,0.0459000000,0.0976203193
962201,0.0366000000,0.1249184025
962211,0.0443000000,0.4903566554
963111,0.0242000000,0.1847368109
964091,0.0039200000,0.5244792594
964981,0.0039200000,0.3104860246
973421,0.0089500000,0.4030621328
973681,0.0039200000,0.5357545546
975441,0.0161000000,0.2296599608
975691,0.0359000000,0.5639427927
976521,0.0203000000,0.3472197496
978151,0.0335000000,0.1650940597
980361,0.0221000000,0.8978695626
988341,0.0039200000,0.5890451605
988491,0.0104000000,0.2780250430
989231,0.0219000000,0.3796213875
989321,0.0296000000,0.8924692897
989481,0.0039200000,0.5549819002
990081,0.0155000000,0.3505429945
990831,0.0428000000,0.2757106403
991221,0.0932356872,0.1007061895
992941,0.0039200000,0.9363835974
1002981,0.0175000000,0.3780191087
1003091,0.0121000000,0.1246810278
1003381,0.0039200000,0.2128657053
1003651,0.0171000000,0.4724348703
1006741,0.0244000000,0.8441042075
1009241,0.0118000000,0.3090617767
1010381,0.0081300000,0.5396712361
1012381,0.0252000000,0.2823571301
1013671,0.0517000000,0.1955967005
1014521,0.0210000000,0.3542223013
1014771,0.0070100000,0.7931280043
1015571,0.0243000000,0.4106581212
1016891,0.0255000000,0.0264672720
1017161,0.0039200000,0.3010503828
1019091,0.0122000000,0.1058690879
1019941,0.0356000000,0.1227226871
1019951,0.0039200000,0.3913120883
1021121,0.0160000000,0.3924989615
1021431,0.0133000000,0.1045041837
1028071,0.0162000000,0.5912408759
1028841,0.0415000000,0.4005696991
1029061,0.0132000000,0.5517179989
1035141,0.0201000000,0.5682155362
1035491,0.0622000000,0.1954186695
1035601,0.0160000000,0.1263426503
1040391,0.0117000000,0.2504302415
1040881,0.0070800000,0.3618182897
1044691,0.0368000000,0.2567800131
1048691,0.0080000000,0.5772951160
1050851,0.0039200000,0.3836567563
1055701,0.0920531979,0.0219571539
1056611,0.0086300000,0.2810515696
1058241,0.0039200000,0.6507625660
1059391,0.0039200000,0.3717880244
1060851,0.0148000000,0.2749985164
1061241,0.0217000000,0.4833541036
1062161,0.0379000000,0.2379087295
1062201,0.0045100000,0.7699246336
1063321,0.0492000000,0.2070500267
1071001,0.0209000000,0.2667497478
1072341,0.0795581514,0.1220105632
1073271,0.0230000000,0.1318022669
1074661,0.0134000000,0.3492967776
1075871,0.0039200000,0.1037920598
1081711,0.0039200000,0.1904931458
1082331,0.0489000000,0.0725772951
1082741,0.0039200000,0.6509405970
1085411,0.0055800000,0.5348050561
1086101,0.0111000000,0.4282831879
1086231,0.0124000000,0.3236009732
1088251,0.0135000000,0.0109785769
1091241,0.0441000000,0.6423951101
1097451,0.0169000000,0.0602338140
1100251,0.0370000000,0.0989852234
1106871,0.0039200000,0.1194587858
1108221,0.0080500000,0.1039700908
1111341,0.0041800000,0.3560619548
1111971,0.0039200000,0.4499436235
1113931,0.0039200000,0.4828793543
1119881,0.0039200000,0.8265384844
1120611,0.0318000000,0.2451486559
1123751,0.0118000000,0.3027713489
1126051,0.0505000000,0.2079401816
1127221,0.0039200000,0.3571894843
1128181,0.0167000000,0.2453860305
1131321,0.0595000000,0.1119814848
1131911,0.0275000000,0.1093703638
1131991,0.0187000000,0.1494273337
1134851,0.0135000000,0.2546436413
1136351,0.0201000000,0.2992107293
1139031,0.0219000000,0.2240223132
1142041,0.0039200000,0.1403477538
1142941,0.0131000000,0.8025043024
1145711,0.0320000000,0.4700017803
1145991,0.0126000000,0.5329060590
1146711,0.0174000000,0.4153462703
1148791,0.0066400000,0.2016497537
1155011,0.0227000000,0.4578956738
1155731,0.0561000000,0.0826657172
1155841,0.0108000000,0.3697109964
1156271,0.0055800000,0.4967064269
1160431,0.0174000000,0.1464601507
1163001,0.0039200000,0.5456056020
1164771,0.0039200000,0.7314699424
1164941,0.0039200000,0.1083021779
1166161,0.0225000000,0.7348525310
1168641,0.0122000000,0.4135066168
1172801,0.0252000000,0.2112634265
1174791,0.0039200000,0.1754198564
1175831,0.0053600000,0.2497181176
1175981,0.0041600000,0.6968725892
1177771,0.0056700000,0.2533974245
1181991,0.0053900000,0.0722212332
1182381,0.0180000000,0.6748560916
1182481,0.0103000000,0.3795620438
1182941,0.0265000000,0.3948727079
1183711,0.0039200000,0.4472731589
1187441,0.0176000000,0.2546436413
1190001,0.0277000000,0.3713726188
1196881,0.0095600000,0.2458014361
1197291,0.0126000000,0.1947658893
1198761,0.0039200000,0.7492136965
1198931,0.0152000000,0.0892528633
1200241,0.0324000000,0.0590469408
1207381,0.0039200000,0.8181710284
1208861,0.0272000000,0.3287045279
1221291,0.0039200000,0.1874666192
1222721,0.0173000000,0.1621268767
1229291,0.0290000000,0.2173758234
1231941,0.0039200000,0.4146934900
1232991,0.0595000000,0.1513856744
1237211,0.0195000000,0.4786659545
1238041,0.0230000000,0.8059462346
1239301,0.0039200000,0.1405851285
1239611,0.0039200000,0.3541629577
1239741,0.0283000000,0.4283425316
1240221,0.0158000000,0.2649100944
1241201,0.0107000000,0.0351907899
1241691,0.0167000000,0.3730935850
1249431,0.0319000000,0.7314105988
1250721,0.0152000000,0.2719719898
1252681,0.0039200000,0.0838525904
1253451,0.0426000000,0.2400451012
1258081,0.0039200000,0.3980179218
1260061,0.0179000000,0.0661088363
1263311,0.0083800000,0.2164263248
1265581,0.0041600000,0.6830455166
1274141,0.0527000000,0.1782683520
1274561,0.0039200000,0.8637469586
1274591,0.0171000000,0.6399026764
1278681,0.0127000000,0.5024627619
1283191,0.0044700000,0.7414990208
1285001,0.0115000000,0.1048602457
1289501,0.0423000000,0.1382707258
1293681,0.0078700000,0.9041599905
1294531,0.0039200000,0.7864221708
1295261,0.0090700000,0.0737048246
1298301,0.0205000000,0.2958874844
1310341,0.0102000000,0.3070440923
1322241,0.0078100000,0.6345617471
1322801,0.0039200000,0.1095483948
1330201,0.0039200000,0.4117263070
1340351,0.0206000000,0.5068541926
1345601,0.0138000000,0.2622396297
1349481,0.0235000000,0.3290012462
1355401,0.0182000000,0.2420627856
1359121,0.0332000000,0.0977390066
1360641,0.0119000000,0.2725654264
1361061,0.0074600000,0.4172452673
1361551,0.0193000000,0.1890095543
1366401,0.0255000000,0.3862085336
1366741,0.0288000000,0.1364904160
1376341,0.0039200000,0.5590172690
1379551,0.0039200000,0.2104919589
1383431,0.0113000000,0.3107233992
1389901,0.0140000000,0.9701501395
1391041,0.0060000000,0.2525666133
1392351,0.0201000000,0.2468102783
1392841,0.0174000000,0.2859770933
1397311,0.0153000000,0.1259865883
1398661,0.0089300000,0.3609874785
1404471,0.0181000000,0.2142306095
1405771,0.0263000000,0.2466915910
1406321,0.0101000000,0.2758293276
1408451,0.0039200000,0.3933297727
1410371,0.0424000000,0.3497715269
1412281,0.0134000000,0.1566672601
1413131,0.0390000000,0.4035368821
1416491,0.0039200000,0.1774968845
1424471,0.0177000000,0.1844994362
1426141,0.0064600000,0.2003441932
1427181,0.0114000000,0.4498842799
1429511,0.0039200000,0.7763930924
1432581,0.0039200000,0.2278203074
1433701,0.0163000000,0.1810575040
1436861,0.0363000000,0.5791347694
1438261,0.0205000000,0.3593851997
1439931,0.0608000000,0.0791644413
1455981,0.0442000000,0.1990979764
1458531,0.0039200000,0.5032342294
1458581,0.0268000000,0.1164322592
1468471,0.0544000000,0.2036674381
1471341,0.0065500000,0.8660020177
1472771,0.0039200000,0.8614918996
1474021,0.0394000000,0.0742389176
1477191,0.0271000000,0.0799952525
1484201,0.0039200000,0.1979704469
1484721,0.0428000000,0.1980297905
1486611,0.0963184244,0.0528158566
1492761,0.0172000000,0.0932288885
1494391,0.0107000000,0.7132514391
1496591,0.0125000000,0.2014717227
1520471,0.0077200000,0.3068067177
1525031,0.0076300000,0.4431784464
1530371,0.1246734244,0.0817755623
1536651,0.0039200000,0.5515399680
1538521,0.0076300000,0.8023856151
1541211,0.0039200000,0.1941131090
1543511,0.0155000000,0.5127885585
1551771,0.0088700000,0.7412616462
1557761,0.0433000000,0.7523589105
1557891,0.0039200000,0.6497537238
1562731,0.0220000000,0.2225387217
1563641,0.0137000000,0.6422170791
1571151,0.0039200000,0.2747611418
1582961,0.0134000000,0.9391727494
1585761,0.0174000000,0.2456234051
1587911,0.0187000000,0.1894843036
1596091,0.0072900000,0.4825826360
1596101,0.0145000000,0.2081182126
1596531,0.0159000000,0.3541036140
1600751,0.0039200000,0.4730876506
1602011,0.0170000000,0.6627499852
1605791,0.0542000000,0.0652186814
1605831,0.0134000000,0.5278618480
1608751,0.0247000000,0.5226396060
1610091,0.0149000000,0.1951219512
1610571,0.0434000000,0.1029019049
1611381,0.0285000000,0.0653373687
1614411,0.0936736801,0.2401044448
1622701,0.0595000000,0.2566019821
1624671,0.0039200000,0.9937689158
1630031,0.0039200000,0.7409055842
1633081,0.0076500000,0.3598599490
1638691,0.0230000000,0.1139398255
1651101,0.0159000000,0.3723221174
1652061,0.0097000000,0.0524597947
1652821,0.0089800000,0.6765770577
1653051,0.0245000000,0.7237552667
1666871,0.0190000000,0.3265681562
1669681,0.0039200000,0.5286926592
1675731,0.0039200000,0.8353806896
1678411,0.0278000000,0.0981544122
1680541,0.0039200000,0.3319090855
1682211,0.0156000000,0.3286451843
1685091,0.0187000000,0.5225802623
1687011,0.0133000000,0.1668150258
1699751,0.0169000000,0.1058690879
1705281,0.0460000000,0.2073467450
1706681,0.0045800000,0.2593911341
1709901,0.0060300000,0.6545012165
1712571,0.0144000000,0.0982137559
1714051,0.0201000000,0.2583229482
1715091,0.0308000000,0.2079995253
1716121,0.0039200000,0.3316123672
1718601,0.0071800000,0.2992700730
1718961,0.0102000000,0.6761023085
1720331,0.0039200000,0.1665776512
1729241,0.0039200000,0.5006824521
1730551,0.0039200000,0.5128479022
1731681,0.0039200000,0.2037861255
1733351,0.0145000000,0.5882143493
1733621,0.0039200000,0.2614088185
1735561,0.0299000000,0.2430716278
1747681,0.0213000000,0.0804106581
1753021,0.0119000000,0.1600498487
1755761,0.0413000000,0.3300100884
1760711,0.0472000000,0.1186279746
1764801,0.0039200000,0.1453326212
1765001,0.0328000000,0.2192154768
1768041,0.0214000000,0.2196308824
1769391,0.0357000000,0.2901311495
1771321,0.0520000000,0.2438430954
1772451,0.0039200000,0.1099638004
1775861,0.0080400000,0.1426621565
1777681,0.0076600000,0.1083021779
1786141,0.0105000000,0.3054418135
1787821,0.0171000000,0.0129369177
1789221,0.0114000000,0.4821078868
1792511,0.0039200000,0.1242656222
1793271,0.0045800000,0.4431784464
1793721,0.0039200000,0.3622336953
1795281,0.0316000000,0.2259806540
1812281,0.0039200000,0.4787846419
1817081,0.0200000000,0.1139398255
1818321,0.0039200000,0.3118509287
1819231,0.0138000000,0.2612307875
1822081,0.0287000000,0.0696101122
1825081,0.0291000000,0.1327517655
1827351,0.0194000000,0.4400925761
1831611,0.0205000000,0.1751824818
1836791,0.0829222285,0.1074713667
1842321,0.0620000000,0.2100172097
1849181,0.0371000000,0.0995786600
1851701,0.0295000000,0.2997448223
1867121,0.0144000000,0.2462761854
1867981,0.0293000000,0.4549284909
1869421,0.0131000000,0.2441991573
1878461,0.0126000000,0.7045872649
1885221,0.0039200000,0.5626372322
1912641,0.0152000000,0.5859592902
1932321,0.0070600000,0.1522758293
1934671,0.0039200000,0.2777876684
1935451,0.0573000000,0.0440923387
1935681,0.0039200000,0.1649753724
1940581,0.0039200000,0.4232389769
1947181,0.0130000000,0.2268114652
1950231,0.0261000000,0.4724348703
1951731,0.0243000000,0.0843866833
1952451,0.0252000000,0.3824698831
1954471,0.0039200000,0.4312503709
1961661,0.0039200000,0.7663046703
1961791,0.0369000000,0.1426028129
1970351,0.0039200000,0.2427155658
1976041,0.0158000000,0.2942852056
1976471,0.0324000000,0.5649516349
1981091,0.0261000000,0.3831820070
1984701,0.0154000000,0.5070915673
1984901,0.0053500000,0.8482582636
1988241,0.0087600000,0.0926354519
2001231,0.0129000000,0.4219334164
2007201,0.0044700000,0.4041896623
2008291,0.0304000000,0.2303720847
2009991,0.0243000000,0.1450359029
2017551,0.0185000000,0.1877633375
2024911,0.0175000000,0.4251379740
2030631,0.0255000000,0.2748204854
2038811,0.0171000000,0.1363717287
2039141,0.0039200000,0.3351136431
2041851,0.0289000000,0.1926295175
2046001,0.0039200000,0.1923327992
2051331,0.0171000000,0.7451189840
2052851,0.0104000000,0.7199572726
2054641,0.0183000000,0.4035368821
2055061,0.0527000000,0.3412853837
2059051,0.0085000000,0.3079935909
2061671,0.0366000000,0.1132870453
2062801,0.1000595562,0.4447807252
2066291,0.0039200000,0.5704705952
2067211,0.0039200000,0.1033173105
2067251,0.0237000000,0.4029434455
2067291,0.0451000000,0.0788677230
2067431,0.0365000000,0.6127826242
2067591,0.0039200000,0.0815381876
2067851,0.0244000000,0.1974363539
2069781,0.0312000000,0.0916859534
2075921,0.0142000000,0.6301109726
2095901,0.0275000000,0.1256305264
2098401,0.0852242162,0.0119874191
2102521,0.0075300000,0.4409233873
2102961,0.0112000000,0.2676992463
2115651,0.0375000000,0.0937036378
2117101,0.0078100000,0.6257195419
2118301,0.0111000000,0.1863390897
2118601,0.0121000000,0.2360690760
2119441,0.0127000000,0.5081597531
2132751,0.0039200000,0.3454394398
2135381,0.0217000000,0.1246216842
2142111,0.0552000000,0.1974956976
2155541,0.0186000000,0.8714616343
2162931,0.0117000000,0.2852056258
2168981,0.0261000000,0.3551717999
2170361,0.0441000000,0.1821256899
2181771,0.0456000000,0.1376772892
2186801,0.0441000000,0.0782149427
2188291,0.0341000000,0.6850632010
2191831,0.0201000000,0.0804106581
2199011,0.0039200000,0.4996736099
2199211,0.0160000000,0.5517773426
2202821,0.0280000000,0.3094771824
2202921,0.0140000000,0.7311138805
2203361,0.0126000000,0.3809269480
2209091,0.0469000000,0.3170731707
2225211,0.0094600000,0.5631713251
2230831,0.0384000000,0.2815856626
2230871,0.0039200000,0.8362708445
2240461,0.0154000000,0.2970743576
