nodo,pagerank,controlabilidad
2242021,0.0561000000,0.2376713548
2249841,0.0039200000,0.2694795561
2253551,0.0039200000,0.6822147054
2261781,0.0295000000,0.2969556703
2267961,0.0040600000,0.4135659605
2271071,0.0163000000,0.0509168595
2276201,0.0039200000,0.2590944158
2281921,0.0089300000,0.7397187111
2315721,0.0265000000,0.2196308824
2315961,0.0239000000,0.2468102783
2321411,0.0039200000,0.5187229245
2330351,0.0143000000,0.4425256661
2334361,0.0492000000,0.2143492968
2338131,0.0039200000,0.2612901311
2351981,0.0564000000,0.1001720966
2365621,0.0039200000,0.6843510771
2365671,0.0039200000,0.7854133286
2366151,0.0039200000,0.5549225565
2377041,0.0097400000,0.3865052519
2380871,0.0326000000,0.7156845291
2381981,0.0158000000,0.3858524717
2382161,0.0136000000,0.2341107353
2382831,0.0281000000,0.7023322058
2388101,0.0265000000,0.0710343600
2390651,0.0155000000,0.3790872945
2394081,0.0118000000,0.1974363539
2395111,0.0087300000,0.8011987419
2398211,0.0105000000,0.2718533025
2399861,0.0074600000,0.6823927363
2403061,0.0264000000,0.5976499911
2417291,0.0039200000,0.0526378257
2434151,0.0039200000,0.0423120290
2446551,0.0047500000,0.7586493383
2464511,0.0433000000,0.2633671592
2464681,0.0419000000,0.1135837636
2477911,0.0139000000,0.2918521156
2485041,0.0039200000,0.3751706130
2490501,0.0414000000,0.4142187407
2497401,0.0169000000,0.6053053231
2504521,0.0104000000,0.0769093822
2527611,0.0039200000,0.7797163373
2533031,0.0079200000,0.3871580322
2541771,0.0114000000,0.3847842858
2556981,0.0123000000,0.1589223192
2558991,0.0039200000,0.5708266572
2572191,0.0339000000,0.1742923269
2576431,0.0083700000,0.2011156608
2585501,0.0177000000,0.6823333927
2585721,0.0356000000,0.0662275236
2593511,0.0039200000,0.4097679663
2598511,0.0039200000,0.5051925702
2607441,0.0058400000,0.2545842977
2608181,0.0058200000,0.3433030681
2608241,0.0250000000,0.1695448341
2609871,0.0143000000,0.1176191324
2613491,0.0039200000,0.3888196546
2615911,0.0249000000,0.1151860424
2621591,0.0217000000,0.2820010682
2628121,0.0857231132,0.1029612486
2633051,0.0216000000,0.2368998872
2641241,0.0073800000,0.6978814314
2642921,0.0039200000,0.6150970269
2650981,0.0417000000,0.5540917453
2662301,0.0056700000,0.5889858169
2664781,0.0039200000,0.6575870868
2664961,0.0238000000,0.2931576761
2667161,0.0153000000,0.5120764346
2671491,0.0121000000,0.2601626016
2675311,0.0039200000,0.4970031452
2676261,0.0140000000,0.1454513085
2676481,0.0135000000,0.3118509287
2677771,0.0080900000,0.3467450003
2679741,0.0253000000,0.3007536645
2681811,0.0441000000,0.2173164797
2682541,0.0039200000,0.0833184974
2684891,0.0193000000,0.1503768322
2688681,0.0261000000,0.2616461931
2692851,0.0166000000,0.2001068186
2699621,0.0267000000,0.1375586019
2721281,0.0117000000,0.3046110023
2722551,0.0261000000,0.5586612071
2724731,0.0039200000,0.4094119043
2732161,0.0039200000,0.2846121892
2737751,0.0339000000,0.6011512670
2748771,0.0086300000,0.2380867604
2753881,0.0812345503,0.1243249659
2754241,0.0039200000,0.1579728206
2760141,0.0728145078,0.1104978933
2762801,0.0262000000,0.1008842205
2774921,0.0261000000,0.5719541867
2776761,0.0210000000,0.3023559433
2793651,0.0357000000,0.2491246810
2801971,0.0186000000,0.1335232330
2803761,0.0039200000,0.5481573794
2804281,0.0107000000,0.5580084268
2806411,0.0365000000,0.1610586909
2819291,0.0129000000,0.4098866536
2821601,0.0085200000,0.3835974126
2837531,0.0125000000,0.2298379918
2841791,0.0039200000,0.4294700611
2844701,0.0177000000,0.4273930331
2858901,0.0163000000,0.3736276779
2873271,0.0039200000,0.4638893834
2876161,0.0140000000,0.3114948668
2877471,0.0039200000,0.6235238265
2888681,0.0126000000,0.5791347694
2891781,0.0088600000,0.3992047950
2895661,0.0084600000,0.3694142781
2902141,0.0119000000,0.0503234229
2902481,0.0039200000,0.3302474631
2903581,0.0438000000,0.4340988665
2910091,0.0039200000,0.1632544063
2911521,0.0116000000,0.8545486915
2912581,0.0168000000,0.5595513619
2920661,0.0280000000,0.4301228414
2922721,0.0531000000,0.1474096493
2926081,0.0039200000,0.0934069195
2933131,0.0039200000,0.4645421637
2934631,0.0043300000,0.4198563883
2941161,0.0152000000,0.6892172571
2941591,0.0278000000,0.3267461872
2945671,0.0296000000,0.2141712658
2948211,0.0170000000,0.6303483473
2948471,0.0200000000,0.0241528693
2952091,0.0147000000,0.3938638656
2955311,0.0245000000,0.3219986944
2960351,0.0281000000,0.1974956976
2966511,0.0309000000,0.3723221174
2970521,0.0247000000,0.7228651119
2971731,0.0138000000,0.2748798291
2977411,0.0039200000,0.3247285028
2978801,0.0039200000,0.1281823037
2979141,0.0225000000,0.2142899531
2985631,0.0191000000,0.4458489110
2986671,0.0618000000,0.1085395525
2988331,0.0472000000,0.2154174826
2993021,0.0039200000,0.0370304433
2994961,0.0598000000,0.1706723637
2995781,0.0220000000,0.0900243309
2998521,0.0104000000,0.0899056436
3000121,0.0169000000,0.3764761735
3001021,0.0316000000,0.0845647143
3003631,0.0255000000,0.3284078096
3005031,0.0221000000,0.3871580322
3011421,0.0294000000,0.1478250549
3015121,0.0144000000,0.0894308943
3023081,0.0060300000,0.6116550947
3025261,0.1668472621,0.0563764762
3037231,0.0039200000,0.4362945819
3041621,0.1082306652,0.5715981247
3043001,0.0090400000,0.4205091686
3043421,0.0231000000,0.3421755385
3048711,0.0098600000,0.4813957629
3050671,0.0039200000,0.4702984986
3068181,0.0200000000,0.1590410065
3069221,0.0427000000,0.6800189900
3070611,0.0121000000,0.4605661385
3077961,0.0231000000,0.1277668981
3080581,0.0312000000,0.1570826657
3082721,0.0039200000,0.9103910747
3083971,0.0299000000,0.1478250549
3085101,0.0141000000,0.1291318023
3088511,0.0488000000,0.1662215892
3089341,0.0306000000,0.2485905881
3093591,0.0225000000,0.0440923387
3095161,0.0097300000,0.2894783692
3096351,0.0347000000,0.0608865943
3098341,0.0200000000,0.2087116492
3101811,0.0806817756,0.1209423773
3104161,0.0176000000,0.2650287817
3107351,0.0105000000,0.3339267699
3110751,0.0377000000,0.1456293395
3113751,0.0060800000,0.1138211382
3114881,0.0164000000,0.0975609756
3115311,0.0140000000,0.5097026883
3123671,0.0193000000,0.1192214112
3123781,0.0650791540,0.0849207762
3127331,0.0039200000,0.3268055308
3132391,0.0039200000,0.6969319328
3149831,0.0039200000,0.2628330663
3151101,0.0404000000,0.0919233280
3152521,0.0200000000,0.0378019109
3162421,0.0158000000,0.4834727909
3164611,0.0118000000,0.3580796392
3170651,0.0058400000,0.2152987953
3176081,0.0068200000,0.4320218385
3180341,0.0084300000,0.2748204854
3180991,0.0281000000,0.0534686369
3187421,0.0601000000,0.1678238680
3188291,0.0378000000,0.1056317133
3189761,0.0150000000,0.2570173877
3191301,0.0313000000,0.2872233102
3201021,0.1112480811,0.0194053765
3201951,0.0039200000,0.8125333808
3205981,0.0151000000,0.3445492849
3212251,0.0167000000,0.4510118094
3212481,0.1141346013,0.0636757463
3213261,0.0334000000,0.0856922438
3214111,0.0168000000,0.5040056970
3216681,0.0144000000,0.1894249599
3218161,0.0161000000,0.0850394635
3218781,0.0057400000,0.0696694558
3219071,0.1906392169,0.0399382826
3219551,0.0185000000,0.3538068957
3220271,0.0437000000,0.1737582339
3220501,0.0140000000,0.0776808498
3220891,0.0039200000,0.5101180939
3223621,0.0137000000,0.3371906712
3224661,0.0060500000,0.6047118865
3225561,0.0184000000,0.5692837220
3226691,0.0317000000,0.2612901311
3229511,0.0063300000,0.4283425316
3238871,0.0097900000,0.5726663106
3240311,0.0091300000,0.4437125393
3241231,0.0892365679,0.0634977153
3242121,0.0134000000,0.0868197733
3242491,0.0039200000,0.4281051570
3246031,0.2112022059,0.0372084743
3246671,0.0039200000,0.1231974364
3265621,0.0238000000,0.3423535695
3269711,0.0351000000,0.1916206753
3271221,0.0679039719,0.2092457421
3271411,0.0221000000,0.1876446502
3273211,0.0039200000,0.7768678417
3274831,0.0480000000,0.2199276007
3275571,0.0143000000,0.2513797401
3279441,0.1353209583,0.0879473028
3282501,0.0217000000,0.3282297786
3283111,0.0372000000,0.2075841196
3290251,0.0644049557,0.1157794790
3290711,0.1374496866,0.0173876921
3295301,0.0039200000,0.0995786600
3295761,0.1405481495,0.0700848614
3296171,0.0104000000,0.5006231084
3298791,0.0217000000,0.3098332443
3301091,0.0187000000,0.5138567444
3302431,0.0170000000,0.1408818468
3304571,0.0768821586,0.0670583348
3304641,0.0598000000,0.1250370898
3305611,0.0552000000,0.1541748264
3307661,0.0210000000,0.0688979883
3308201,0.0265000000,0.1477063676
3309511,0.0559000000,0.1042668091
3312551,0.0039200000,0.4203904813
3314811,0.2053286847,0.0197614385
3316031,0.0039200000,0.3849623168
3316231,0.0301000000,0.2046762803
3317361,0.0039200000,0.8328289122
3318851,0.0285000000,0.1849148418
3321001,0.0125000000,0.3037801911
3322301,0.0629000000,0.0723992641
3324401,0.0183000000,0.1706723637
3326051,0.0128000000,0.0503827666
3328331,0.0136000000,0.3561806421
3328411,0.0227000000,0.1429588748
3330551,0.0345000000,0.0684825826
3337171,0.0309000000,0.2700136490
3338021,0.0080700000,0.4151682393
3342401,0.0665062410,0.1154827607
3343131,0.0119000000,0.0290190493
3343211,0.0079600000,0.0132336360
3352001,0.0460000000,0.0581567860
3352981,0.0291000000,0.3691769034
3359851,0.0279000000,0.1167883212
3365791,0.0110000000,0.2130437363
3366001,0.0092400000,0.6652424188
3372141,0.0224000000,0.6450655747
3372471,0.0039200000,0.7623286452
3375481,0.0235000000,0.0994006290
3375921,0.0280000000,0.0957806658
3376281,0.0212000000,0.3325618658
3376331,0.0039200000,0.5307103436
3377241,0.0149000000,0.0684825826
3380781,0.0284000000,0.0592249718
3381511,0.0039200000,0.2835440033
3382001,0.0167000000,0.2276422764
3382201,0.0039200000,0.6025755148
3384481,0.0294000000,0.1272328052
3384961,0.0139000000,0.4702391549
3386941,0.0147000000,0.8029197080
3387431,0.0146000000,0.4251379740
3387891,0.0045800000,0.6059581034
3388481,0.0196000000,0.5552786185
3391351,0.0217000000,0.3227701620
3394331,0.0100000000,0.2009969735
3394441,0.0236000000,0.3507210255
3395021,0.0039200000,0.2052697169
3395361,0.0440000000,0.1043261528
3395481,0.0284000000,0.3306035250
3395631,0.0279000000,0.3776037030
3395921,0.0166000000,0.1796925998
3400071,0.0190000000,0.1396949736
3402381,0.0331000000,0.5888671295
3403451,0.0372000000,0.1522758293
3405281,0.0195000000,0.1559551362
3408191,0.0039200000,0.3683460922
3408881,0.0165000000,0.5199691413
3409701,0.0241000000,0.1599905050
3418501,0.0129000000,0.4184914842
3419011,0.0206000000,0.1690700849
3421771,0.0039200000,0.3545190196
3422591,0.0077000000,0.1114473918
3427751,0.0224000000,0.1230787490
3434831,0.0485000000,0.1622455641
3440621,0.0354000000,0.0913892351
3442281,0.0309000000,0.4498249362
3442561,0.0102000000,0.0894902380
3447881,0.0154000000,0.0664648982
3451931,0.0233000000,0.4318438075
3472771,0.0630000000,0.2375526675
3472871,0.0149000000,0.3473977805
3474461,0.0103000000,0.3337487389
3476521,0.0194000000,0.3812830099
3477401,0.0176000000,0.1322770162
3477731,0.0039200000,0.8602456827
3486871,0.0230000000,0.1380926948
3490841,0.0221000000,0.0553082903
3491601,0.0039200000,0.0753071034
3494351,0.0170000000,0.1110913299
3495691,0.0082800000,0.6762803394
3500971,0.0103000000,0.5129072459
3504511,0.0313000000,0.1801673491
3504641,0.0039200000,0.3057978755
3506041,0.0249000000,0.2148833897
3512041,0.0451000000,0.1428995312
3516231,0.0142000000,0.2296599608
3516311,0.0142000000,0.4969438016
3520261,0.0726566257,0.0531125749
3523861,0.0424000000,0.3354103614
3524301,0.0199000000,0.1850335292
3526691,0.0074100000,0.4876268471
3527161,0.0107000000,0.3774256721
3530471,0.0151000000,0.3409886654
3531791,0.0228000000,0.2865705299
3532991,0.0152000000,0.7524775978
3533311,0.0145000000,0.1988012581
3533811,0.0219000000,0.2346448282
3534971,0.0059500000,0.1471722746
3535971,0.0209000000,0.1329297965
3536301,0.0169000000,0.1049195893
3536531,0.0389000000,0.2459201234
3540471,0.0197000000,0.2160109192
3540571,0.0162000000,0.1642632485
3549531,0.0042100000,0.6285086938
3550301,0.0039200000,0.1902557712
3551171,0.0231000000,0.2979051688
3554911,0.0108000000,0.1826004391
3558391,0.0087300000,0.6676161652
3558961,0.0198000000,0.1033766542
3563691,0.0173000000,0.3134532075
3567091,0.0039200000,0.2657409056
3570491,0.0472000000,0.0677111151
3574121,0.0265000000,0.1478843986
3575131,0.0288000000,0.1127529523
3577711,0.0114000000,0.3908966827
3584151,0.0039200000,0.1653907780
3585401,0.0281000000,0.3559432675
3589301,0.0126000000,0.0613019999
3591191,0.0180000000,0.2194528515
3592101,0.0267000000,0.5924870928
3592411,0.0156000000,0.2845528455
3593571,0.0166000000,0.2258026230
3595951,0.0293000000,0.2334579550
3596341,0.0228000000,0.1479437422
3596631,0.0314000000,0.2850275948
3596781,0.0247000000,0.0751884161
3597351,0.0181000000,0.5353984927
3598991,0.0165000000,0.2501928669
3600081,0.0492000000,0.0319862323
3600181,0.0113000000,0.2427749095
3600741,0.0203000000,0.3962969557
3603741,0.0193000000,0.1288944276
3604061,0.0324000000,0.0163788499
3605271,0.0279000000,0.1535220462
3608271,0.0152000000,0.2247344371
3608491,0.0141000000,0.3320871165
3608711,0.0182000000,0.1142958875
3612021,0.0078600000,0.3186754495
3614671,0.0532000000,0.0777401935
3616541,0.0254000000,0.1800486618
3616621,0.0130000000,0.5044804463
3620281,0.0242000000,0.1690700849
3624181,0.0135000000,0.0267046466
3626361,0.0102000000,0.4170078927
3626851,0.0039200000,0.5651890096
3628961,0.0469000000,0.0796985342
3640491,0.0151000000,0.3741024272
3641801,0.0039200000,0.1928075485
3648071,0.0039200000,0.3609874785
3658721,0.0134000000,0.5128479022
3661701,0.0098800000,0.5884517239
3673811,0.0039200000,0.6480327577
3676661,0.0273000000,0.2144679841
3677561,0.0225000000,0.1856269658
3684561,0.0203000000,0.2896564002
3685421,0.0075400000,0.7579372144
3686561,0.0137000000,0.4269776274
3688001,0.0244000000,0.1482404605
3689291,0.0178000000,0.1679425553
3692421,0.0172000000,0.4959943030
3692571,0.0323000000,0.3909560263
3693391,0.0391000000,0.0845053706
3694541,0.0039200000,0.5008011394
3695431,0.0153000000,0.4592012343
3698461,0.0149000000,0.4975965818
3700831,0.0365000000,0.0586315352
3701901,0.0379000000,0.3313749926
3703321,0.0098800000,0.2858584060
3704371,0.0565000000,0.1635511246
3704601,0.0075500000,0.3211678832
3705121,0.0065300000,0.2937511127
3706121,0.0318000000,0.1471722746
3710241,0.0205000000,0.5747433387
3711191,0.0136000000,0.3434810990
3711271,0.0109000000,0.5474452555
3711561,0.0069700000,0.3098925880
3713931,0.0039200000,0.2706070856
3716451,0.0183000000,0.1759539493
3725841,0.0137000000,0.5615690463
3728881,0.0283000000,0.1947658893
3738691,0.0177000000,0.2001068186
3739391,0.0039200000,0.3400391668
3740101,0.0719138250,0.0274167705
3755661,0.0153000000,0.4873301288
3761591,0.0211000000,0.4967064269
3764051,0.0161000000,0.1569046347
3765541,0.0257000000,0.3434810990
3765681,0.0125000000,0.3881075307
3773471,0.0087500000,0.1785650703
3776061,0.0107000000,0.0697881431
3776241,0.0230000000,0.0240935256
3777491,0.0075300000,0.0201768441
3780531,0.0101000000,0.2463355290
3780801,0.0096500000,0.6298735980
3783051,0.0139000000,0.2091270548
3785251,0.0261000000,0.3224141001
3786321,0.0080700000,0.6389531779
3790691,0.0490000000,0.1240875912
3791701,0.0227000000,0.4943920242
3792091,0.0039200000,0.8706901668
3794131,0.0039200000,0.1627796570
3794431,0.0179000000,0.1420093763
3794621,0.0089100000,0.2537534864
3813811,0.0039200000,0.1170850395
3814821,0.0141000000,0.2849682511
3819621,0.0228000000,0.2152987953
3819851,0.0267000000,0.2035487508
3820871,0.0192000000,0.1487745534
3825131,0.0089700000,0.7748501573
3828481,0.0289000000,0.4662037861
3831641,0.0198000000,0.1038514035
3833671,0.0336000000,0.3383775444
3838101,0.0261000000,0.3286451843
3838521,0.0380000000,0.0980357249
3839491,0.0068200000,0.0487804878
3841051,0.0189000000,0.2207584120
3842811,0.0039200000,0.6978220877
3844691,0.0202000000,0.1266393686
3848171,0.0142000000,0.4162957688
3849511,0.0080100000,0.2625956917
3850041,0.0088400000,0.4573022373
3850171,0.0466000000,0.0845053706
3853861,0.0179000000,0.2566613257
3854161,0.0242000000,0.1935790161
3855181,0.0053100000,0.4026467272
3855501,0.0086900000,0.2887069017
3856531,0.0264000000,0.1758352620
3857171,0.0257000000,0.1160168536
3857651,0.0135000000,0.3189721678
3857661,0.0117000000,0.2580262299
3860701,0.0202000000,0.2580855736
3860751,0.0083900000,0.6312385022
3861881,0.0422000000,0.0744169486
3861981,0.0039200000,0.3058572192
3862721,0.0066000000,0.4585484541
3864681,0.0209000000,0.8454691116
3865031,0.0084900000,0.9065337369
3868231,0.0187000000,0.2174351671
3868621,0.0144000000,0.2255652484
3869541,0.0069300000,0.5399086108
3871051,0.0153000000,0.0915079224
3876531,0.0141000000,0.5224615750
3876631,0.0852220975,0.0245682749
3877481,0.0174000000,0.2028366269
3878721,0.0102000000,0.5831107946
3881771,0.0119000000,0.2460981544
3881911,0.0039200000,0.2380274168
3884431,0.0270000000,0.3968310486
3885101,0.0041600000,0.2244970625
3885561,0.0440000000,0.1459854015
3886801,0.0130000000,0.4446026942
3888711,0.0182000000,0.5047178209
3894221,0.0150000000,0.1390421933
3895231,0.0202000000,0.2605186636
3895891,0.0109000000,0.8018515222
3898391,0.0189000000,0.1381520385
3898551,0.0039200000,0.2590350721
3900061,0.0224000000,0.1187466619
3900661,0.0352000000,0.0753071034
3901921,0.0039200000,0.2639605958
3905651,0.0039200000,0.4348703341
3910551,0.0239000000,0.2158922319
3911181,0.0087400000,0.1991573200
3914961,0.0235000000,0.1799893181
3915021,0.0297000000,0.3684647795
3922101,0.0039200000,0.1823037208
3931821,0.0152000000,0.2098391787
3950631,0.0372000000,0.1308527684
3951601,0.0389000000,0.0583348169
3953221,0.0258000000,0.2268708089
3954241,0.0143000000,0.5679188179
3954371,0.0703525881,0.0662868673
3955771,0.0443000000,0.0652780250
3961131,0.0181000000,0.1915019880
3962351,0.0172000000,0.3434810990
3962531,0.0269000000,0.1163729156
3962641,0.0195000000,0.6807904575
3962671,0.0039200000,0.4148121773
3964161,0.0210000000,0.1768441042
3967691,0.0158000000,0.2942258620
3969171,0.0580000000,0.0639131209
3969281,0.0323000000,0.1015963444
3970051,0.0168000000,0.3104266809
3972361,0.0359000000,0.0975609756
3972831,0.0142000000,0.4320218385
3974131,0.0161000000,0.2088896801
3975071,0.0078300000,0.3815203845
3975361,0.0150000000,0.3713726188
3975711,0.0165000000,0.0890154887
3976361,0.0162000000,0.2873419975
3978651,0.0092300000,0.0188119399
3980201,0.0139000000,0.6407334876
3980821,0.0081800000,0.1683579610
3983131,0.0039200000,0.1015963444
3984051,0.0131000000,0.5037089787
3985771,0.0143000000,0.1474689929
3986541,0.0112000000,0.0362589757
3986761,0.0268000000,0.1615334402
3989581,0.0039200000,0.2815263189
3992271,0.0168000000,0.1058690879
3992531,0.0251000000,0.1146519494
3993401,0.0162000000,0.0890154887
3993701,0.0083000000,0.3592071687
3993861,0.0105000000,0.0656934307
3994271,0.0244000000,0.1299032698
3995001,0.0224000000,0.2316776452
3995921,0.0132000000,0.2204023500
4000061,0.0094600000,0.6256008545
4000671,0.0255000000,0.1624235950
4002171,0.0039200000,0.2906058988
4002231,0.0142000000,0.2326864874
4003031,0.0224000000,0.0923387336
4005091,0.0103000000,0.3598006053
4015141,0.0288000000,0.1561925108
4015961,0.0172000000,0.2724467391
4024731,0.0083100000,0.2924455522
4025651,0.0264000000,0.0383953475
4027091,0.0082500000,0.1561925108
4028481,0.0103000000,0.4495282179
4036551,0.0145000000,0.4799715150
4040221,0.0086600000,0.1280636164
4047931,0.0264000000,0.0903803929
4048161,0.0485000000,0.3700670583
4053431,0.0093900000,0.2228947837
4053801,0.0131000000,0.0177437541
4065921,0.0039200000,0.3630051629
4068821,0.0471000000,0.1530472969
4069241,0.0083000000,0.2298379918
4071981,0.0134000000,0.3926769925
4075961,0.0188000000,0.2833066287
4087521,0.0121000000,0.3438965047
4101811,0.0118000000,0.3960002374
4103871,0.0405000000,0.2374339802
4106501,0.0248000000,0.1357782921
4112291,0.0146000000,0.3115542104
4113261,0.0227000000,0.2472850276
4114071,0.0141000000,0.3736276779
4125691,0.0114000000,0.8060649220
4131631,0.0259000000,0.3079935909
4133061,0.0204000000,0.1763693549
4140901,0.0139000000,0.2556524835
4142421,0.0171000000,0.3348169248
4149171,0.0146000000,0.0869384606
4150311,0.0063300000,0.0895495816
4167681,0.0338000000,0.2407572251
4169741,0.0047300000,0.4453148181
4176551,0.0173000000,0.4364726129
4176731,0.0080600000,0.3015844757
4180671,0.0368000000,0.3826479141
4184621,0.0039200000,0.4860839119
4185871,0.0039200000,0.5827547327
4191261,0.0151000000,0.7320633790
4192041,0.0288000000,0.6039997626
4202651,0.0234000000,0.2743457362
4205331,0.0151000000,0.2279389947
4207221,0.0090500000,0.0732300754
4220781,0.0039200000,0.1671117441
4229041,0.0104000000,0.2287698059
4246281,0.0039200000,0.2986172927
4261961,0.0223000000,0.1827784701
4264351,0.0039200000,0.0617767492
4268871,0.0039200000,0.1538187645
4271551,0.0215000000,0.5040056970
4278261,0.0111000000,0.1039700908
4279971,0.0095300000,0.1997507566
4294181,0.0132000000,0.5459023203
4297981,0.0176000000,0.0485431132
4312211,0.0039200000,0.4994955789
4312401,0.0279000000,0.0223725595
4327991,0.0081700000,0.2117381758
4328911,0.0108000000,0.3851996914
4341121,0.0090500000,0.4925523708
4343971,0.0119000000,0.3284078096
4374931,0.0072200000,0.5618064210
4383391,0.0134000000,0.0669396475
4403021,0.0067700000,0.2723280517
4413501,0.0098800000,0.2244970625
4422361,0.0098300000,0.0945344490
4441691,0.0309000000,0.5508871877
4514261,0.0090700000,0.3381401697
4514281,0.0140000000,0.3375467331
4588861,0.0039200000,0.3027713489
4592121,0.0039200000,0.5657231025
