nodo,pagerank,kshell
849101,0.0220000000,5
849591,0.0391000000,3
851991,0.0222000000,4
853061,0.0039200000,4
854671,0.0153000000,3
855061,0.0311000000,4
856401,0.0295000000,8
858051,0.0315000000,4
859671,0.0039200000,3
863101,0.0176000000,5
863161,0.0039200000,3
863971,0.0073900000,2
864531,0.0061500000,3
866481,0.0347000000,5
866661,0.0128000000,3
867641,0.0239000000,4
870511,0.0126000000,3
870541,0.0333000000,6
873731,0.0124000000,4
875841,0.0180000000,3
875931,0.0300000000,5
876571,0.0138000000,2
877781,0.0238000000,4
880621,0.0091400000,4
883971,0.0041500000,8
884301,0.0039200000,2
885361,0.0039200000,3
886071,0.0166000000,5
886841,0.0391000000,5
887151,0.0394000000,7
888981,0.0078700000,4
890101,0.0601000000,5
893431,0.0039200000,4
894471,0.0509000000,5
894591,0.0499000000,5
896061,0.0140000000,2
899671,0.0299000000,5
900421,0.0401000000,9
901651,0.0404000000,6
913681,0.0237000000,5
915051,0.0074400000,5
917171,0.0039200000,7
918711,0.0115000000,4
919541,0.0039200000,3
920041,0.0062200000,2
922011,0.0250000000,4
922961,0.0090500000,4
926981,0.0932722737,6
928301,0.0107000000,8
928691,0.0702632962,9
932781,0.0123000000,4
934071,0.0316000000,3
935231,0.0234000000,5
935801,0.0039200000,2
935991,0.0039200000,5
941401,0.0039200000,3
942071,0.0134000000,3
942561,0.0039200000,5
944511,0.0328000000,5
945951,0.0142000000,2
946021,0.0212000000,4
948461,0.0192000000,4
949401,0.0163000000,2
953321,0.0113000000,2
954721,0.0178000000,5
957271,0.0492000000,9
958091,0.0039200000,2
959201,0.0311000000,5
961201,0.0459000000,9
962201,0.0366000000,5
962211,0.0443000000,7
963111,0.0242000000,3
964091,0.0039200000,2
964981,0.0039200000,2
973421,0.0089500000,2
973681,0.0039200000,2
975441,0.0161000000,3
975691,0.0359000000,6
976521,0.0203000000,7
978151,0.0335000000,5
980361,0.0221000000,2
988341,0.0039200000,3
988491,0.0104000000,2
989231,0.0219000000,6
989321,0.0296000000,3
989481,0.0039200000,3
990081,0.0155000000,6
990831,0.0428000000,9
991221,0.0932356872,9
992941,0.0039200000,2
1002981,0.0175000000,3
1003091,0.0121000000,3
1003381,0.0039200000,4
1003651,0.0171000000,5
1006741,0.0244000000,5
1009241,0.0118000000,4
1010381,0.0081300000,2
1012381,0.0252000000,5
1013671,0.0517000000,4
1014521,0.0210000000,5
1014771,0.0070100000,2
1015571,0.0243000000,5
1016891,0.0255000000,4
1017161,0.0039200000,2
1019091,0.0122000000,3
1019941,0.0356000000,3
1019951,0.0039200000,7
1021121,0.0160000000,6
1021431,0.0133000000,3
1028071,0.0162000000,4
1028841,0.0415000000,8
1029061,0.0132000000,2
1035141,0.0201000000,2
1035491,0.0622000000,7
1035601,0.0160000000,4
1040391,0.0117000000,4
1040881,0.0070800000,2
1044691,0.0368000000,4
1048691,0.0080000000,3
1050851,0.0039200000,5
1055701,0.0920531979,7
1056611,0.0086300000,4
1058241,0.0039200000,2
1059391,0.0039200000,2
1060851,0.0148000000,3
1061241,0.0217000000,5
1062161,0.0379000000,5
1062201,0.0045100000,5
1063321,0.0492000000,8
1071001,0.0209000000,5
1072341,0.0795581514,7
1073271,0.0230000000,3
1074661,0.0134000000,5
1075871,0.0039200000,9
1081711,0.0039200000,2
1082331,0.0489000000,6
1082741,0.0039200000,4
1085411,0.0055800000,2
1086101,0.0111000000,4
1086231,0.0124000000,5
1088251,0.0135000000,2
1091241,0.0441000000,3
1097451,0.0169000000,3
1100251,0.0370000000,8
1106871,0.0039200000,3
1108221,0.0080500000,2
1111341,0.0041800000,4
1111971,0.0039200000,2
1113931,0.0039200000,4
1119881,0.0039200000,2
1120611,0.0318000000,3
1123751,0.0118000000,4
1126051,0.0505000000,9
1127221,0.0039200000,4
1128181,0.0167000000,3
1131321,0.0595000000,7
1131911,0.0275000000,3
1131991,0.0187000000,6
1134851,0.0135000000,4
1136351,0.0201000000,8
1139031,0.0219000000,3
1142041,0.0039200000,9
1142941,0.0131000000,3
1145711,0.0320000000,5
1145991,0.0126000000,3
1146711,0.0174000000,2
1148791,0.0066400000,5
1155011,0.0227000000,4
1155731,0.0561000000,7
1155841,0.0108000000,2
1156271,0.0055800000,2
1160431,0.0174000000,2
1163001,0.0039200000,2
1164771,0.0039200000,5
1164941,0.0039200000,6
1166161,0.0225000000,5
1168641,0.0122000000,2
1172801,0.0252000000,5
1174791,0.0039200000,4
1175831,0.0053600000,3
1175981,0.0041600000,4
1177771,0.0056700000,4
1181991,0.0053900000,3
1182381,0.0180000000,7
1182481,0.0103000000,3
1182941,0.0265000000,5
1183711,0.0039200000,2
1187441,0.0176000000,7
1190001,0.0277000000,5
1196881,0.0095600000,2
1197291,0.0126000000,6
1198761,0.0039200000,3
1198931,0.0152000000,4
1200241,0.0324000000,4
1207381,0.0039200000,2
1208861,0.0272000000,4
1221291,0.0039200000,5
1222721,0.0173000000,8
1229291,0.0290000000,5
1231941,0.0039200000,2
1232991,0.0595000000,6
1237211,0.0195000000,3
1238041,0.0230000000,4
1239301,0.0039200000,9
1239611,0.0039200000,3
1239741,0.0283000000,6
1240221,0.0158000000,3
1241201,0.0107000000,3
1241691,0.0167000000,2
1249431,0.0319000000,3
1250721,0.0152000000,4
1252681,0.0039200000,6
1253451,0.0426000000,8
1258081,0.0039200000,2
1260061,0.0179000000,3
1263311,0.0083800000,3
1265581,0.0041600000,3
1274141,0.0527000000,4
1274561,0.0039200000,2
1274591,0.0171000000,2
1278681,0.0127000000,2
1283191,0.0044700000,3
1285001,0.0115000000,5
1289501,0.0423000000,3
1293681,0.0078700000,3
1294531,0.0039200000,2
1295261,0.0090700000,5
1298301,0.0205000000,3
1310341,0.0102000000,3
1322241,0.0078100000,2
1322801,0.0039200000,4
1330201,0.0039200000,2
1340351,0.0206000000,5
1345601,0.0138000000,5
1349481,0.0235000000,5
1355401,0.0182000000,8
1359121,0.0332000000,5
1360641,0.0119000000,9
1361061,0.0074600000,7
1361551,0.0193000000,7
1366401,0.0255000000,5
1366741,0.0288000000,5
1376341,0.0039200000,2
1379551,0.0039200000,5
1383431,0.0113000000,4
1389901,0.0140000000,2
1391041,0.0060000000,2
1392351,0.0201000000,3
1392841,0.0174000000,2
1397311,0.0153000000,5
1398661,0.0089300000,2
1404471,0.0181000000,4
1405771,0.0263000000,3
1406321,0.0101000000,3
1408451,0.0039200000,2
1410371,0.0424000000,5
1412281,0.0134000000,3
1413131,0.0390000000,6
1416491,0.0039200000,3
1424471,0.0177000000,6
1426141,0.0064600000,2
1427181,0.0114000000,3
1429511,0.0039200000,2
1432581,0.0039200000,6
1433701,0.0163000000,5
1436861,0.0363000000,8
1438261,0.0205000000,3
1439931,0.0608000000,5
1455981,0.0442000000,5
1458531,0.0039200000,2
1458581,0.0268000000,5
1468471,0.0544000000,5
1471341,0.0065500000,2
1472771,0.0039200000,2
1474021,0.0394000000,5
1477191,0.0271000000,6
1484201,0.0039200000,8
1484721,0.0428000000,2
1486611,0.0963184244,7
1492761,0.0172000000,5
1494391,0.0107000000,3
1496591,0.0125000000,3
1520471,0.0077200000,4
1525031,0.0076300000,4
1530371,0.1246734244,9
1536651,0.0039200000,3
1538521,0.0076300000,4
1541211,0.0039200000,6
1543511,0.0155000000,3
1551771,0.0088700000,3
1557761,0.0433000000,4
1557891,0.0039200000,3
1562731,0.0220000000,2
1563641,0.0137000000,5
1571151,0.0039200000,2
1582961,0.0134000000,4
1585761,0.0174000000,3
1587911,0.0187000000,4
1596091,0.0072900000,3
1596101,0.0145000000,4
1596531,0.0159000000,4
1600751,0.0039200000,2
1602011,0.0170000000,3
1605791,0.0542000000,6
1605831,0.0134000000,3
1608751,0.0247000000,8
1610091,0.0149000000,3
1610571,0.0434000000,6
1611381,0.0285000000,5
1614411,0.0936736801,5
1622701,0.0595000000,5
1624671,0.0039200000,2
1630031,0.0039200000,2
1633081,0.0076500000,4
1638691,0.0230000000,5
1651101,0.0159000000,7
1652061,0.0097000000,4
1652821,0.0089800000,2
1653051,0.0245000000,6
1666871,0.0190000000,5
1669681,0.0039200000,2
1675731,0.0039200000,3
1678411,0.0278000000,3
1680541,0.0039200000,2
1682211,0.0156000000,4
1685091,0.0187000000,7
1687011,0.0133000000,5
1699751,0.0169000000,3
1705281,0.0460000000,3
1706681,0.0045800000,3
1709901,0.0060300000,3
1712571,0.0144000000,6
1714051,0.0201000000,5
1715091,0.0308000000,3
1716121,0.0039200000,2
1718601,0.0071800000,3
1718961,0.0102000000,4
1720331,0.0039200000,4
1729241,0.0039200000,5
1730551,0.0039200000,2
1731681,0.0039200000,6
1733351,0.0145000000,4
1733621,0.0039200000,3
1735561,0.0299000000,2
1747681,0.0213000000,3
1753021,0.0119000000,4
1755761,0.0413000000,5
1760711,0.0472000000,4
1764801,0.0039200000,4
1765001,0.0328000000,3
1768041,0.0214000000,3
1769391,0.0357000000,7
1771321,0.0520000000,4
1772451,0.0039200000,3
1775861,0.0080400000,2
1777681,0.0076600000,4
1786141,0.0105000000,3
1787821,0.0171000000,2
1789221,0.0114000000,4
1792511,0.0039200000,3
1793271,0.0045800000,4
1793721,0.0039200000,4
1795281,0.0316000000,3
1812281,0.0039200000,2
1817081,0.0200000000,5
1818321,0.0039200000,5
1819231,0.0138000000,4
1822081,0.0287000000,7
1825081,0.0291000000,6
1827351,0.0194000000,6
1831611,0.0205000000,2
1836791,0.0829222285,9
1842321,0.0620000000,6
1849181,0.0371000000,5
1851701,0.0295000000,7
1867121,0.0144000000,5
1867981,0.0293000000,4
1869421,0.0131000000,3
1878461,0.0126000000,3
1885221,0.0039200000,2
1912641,0.0152000000,4
1932321,0.0070600000,2
1934671,0.0039200000,4
1935451,0.0573000000,8
1935681,0.0039200000,2
1940581,0.0039200000,3
1947181,0.0130000000,4
1950231,0.0261000000,4
1951731,0.0243000000,5
1952451,0.0252000000,2
1954471,0.0039200000,3
1961661,0.0039200000,2
1961791,0.0369000000,5
1970351,0.0039200000,4
1976041,0.0158000000,2
1976471,0.0324000000,4
1981091,0.0261000000,2
1984701,0.0154000000,2
1984901,0.0053500000,4
1988241,0.0087600000,2
2001231,0.0129000000,4
2007201,0.0044700000,3
2008291,0.0304000000,2
2009991,0.0243000000,9
2017551,0.0185000000,4
2024911,0.0175000000,3
2030631,0.0255000000,3
2038811,0.0171000000,3
2039141,0.0039200000,2
2041851,0.0289000000,2
2046001,0.0039200000,2
2051331,0.0171000000,4
2052851,0.0104000000,4
2054641,0.0183000000,3
2055061,0.0527000000,5
2059051,0.0085000000,3
2061671,0.0366000000,5
2062801,0.1000595562,8
2066291,0.0039200000,4
2067211,0.0039200000,5
2067251,0.0237000000,5
2067291,0.0451000000,5
2067431,0.0365000000,5
2067591,0.0039200000,5
2067851,0.0244000000,5
2069781,0.0312000000,5
2075921,0.0142000000,3
2095901,0.0275000000,5
2098401,0.0852242162,7
2102521,0.0075300000,3
2102961,0.0112000000,4
2115651,0.0375000000,9
2117101,0.0078100000,5
2118301,0.0111000000,3
2118601,0.0121000000,2
2119441,0.0127000000,4
2132751,0.0039200000,7
2135381,0.0217000000,5
2142111,0.0552000000,8
2155541,0.0186000000,3
2162931,0.0117000000,2
2168981,0.0261000000,2
2170361,0.0441000000,7
2181771,0.0456000000,5
2186801,0.0441000000,8
2188291,0.0341000000,5
2191831,0.0201000000,4
2199011,0.0039200000,2
2199211,0.0160000000,2
2202821,0.0280000000,3
2202921,0.0140000000,3
2203361,0.0126000000,2
2209091,0.0469000000,4
2225211,0.0094600000,3
2230831,0.0384000000,4
2230871,0.0039200000,2
2240461,0.0154000000,4
2242021,0.0561000000,4
2249841,0.0039200000,4
2253551,0.0039200000,2
2261781,0.0295000000,4
2267961,0.0040600000,4
2271071,0.0163000000,2
2276201,0.0039200000,2
2281921,0.0089300000,2
2315721,0.0265000000,6
2315961,0.0239000000,6
2321411,0.0039200000,2
2330351,0.0143000000,5
2334361,0.0492000000,4
2338131,0.0039200000,5
2351981,0.0564000000,5
2365621,0.0039200000,5
2365671,0.0039200000,2
2366151,0.0039200000,2
2377041,0.0097400000,3
2380871,0.0326000000,7
2381981,0.0158000000,3
2382161,0.0136000000,3
2382831,0.0281000000,2
2388101,0.0265000000,2
2390651,0.0155000000,4
2394081,0.0118000000,2
2395111,0.0087300000,6
2398211,0.0105000000,3
2399861,0.0074600000,2
2403061,0.0264000000,6
2417291,0.0039200000,4
2434151,0.0039200000,2
2446551,0.0047500000,3
2464511,0.0433000000,4
2464681,0.0419000000,5
2477911,0.0139000000,3
2485041,0.0039200000,3
2490501,0.0414000000,4
2497401,0.0169000000,5
2504521,0.0104000000,5
2527611,0.0039200000,2
2533031,0.0079200000,4
2541771,0.0114000000,3
2556981,0.0123000000,3
2558991,0.0039200000,2
2572191,0.0339000000,4
2576431,0.0083700000,6
2585501,0.0177000000,3
2585721,0.0356000000,3
2593511,0.0039200000,2
2598511,0.0039200000,4
2607441,0.0058400000,2
2608181,0.0058200000,5
2608241,0.0250000000,4
2609871,0.0143000000,4
2613491,0.0039200000,2
2615911,0.0249000000,4
2621591,0.0217000000,6
2628121,0.0857231132,6
2633051,0.0216000000,6
2641241,0.0073800000,5
2642921,0.0039200000,2
2650981,0.0417000000,5
2662301,0.0056700000,2
2664781,0.0039200000,2
2664961,0.0238000000,4
2667161,0.0153000000,2
2671491,0.0121000000,5
2675311,0.0039200000,3
2676261,0.0140000000,3
2676481,0.0135000000,5
2677771,0.0080900000,5
2679741,0.0253000000,4
2681811,0.0441000000,6
2682541,0.0039200000,4
2684891,0.0193000000,3
2688681,0.0261000000,2
2692851,0.0166000000,3
2699621,0.0267000000,6
2721281,0.0117000000,5
2722551,0.0261000000,5
2724731,0.0039200000,2
2732161,0.0039200000,4
2737751,0.0339000000,5
2748771,0.0086300000,3
2753881,0.0812345503,5
2754241,0.0039200000,2
2760141,0.0728145078,5
2762801,0.0262000000,4
2774921,0.0261000000,4
2776761,0.0210000000,5
2793651,0.0357000000,7
2801971,0.0186000000,5
2803761,0.0039200000,2
2804281,0.0107000000,3
2806411,0.0365000000,6
2819291,0.0129000000,5
2821601,0.0085200000,2
2837531,0.0125000000,7
2841791,0.0039200000,2
2844701,0.0177000000,2
2858901,0.0163000000,2
2873271,0.0039200000,2
2876161,0.0140000000,4
2877471,0.0039200000,3
2888681,0.0126000000,5
2891781,0.0088600000,4
2895661,0.0084600000,3
2902141,0.0119000000,3
2902481,0.0039200000,2
2903581,0.0438000000,5
2910091,0.0039200000,2
2911521,0.0116000000,3
2912581,0.0168000000,2
2920661,0.0280000000,6
2922721,0.0531000000,5
2926081,0.0039200000,6
2933131,0.0039200000,4
2934631,0.0043300000,5
2941161,0.0152000000,2
2941591,0.0278000000,5
2945671,0.0296000000,6
2948211,0.0170000000,3
2948471,0.0200000000,3
2952091,0.0147000000,3
2955311,0.0245000000,4
2960351,0.0281000000,4
2966511,0.0309000000,5
2970521,0.0247000000,2
2971731,0.0138000000,4
2977411,0.0039200000,3
2978801,0.0039200000,8
2979141,0.0225000000,4
2985631,0.0191000000,4
2986671,0.0618000000,5
2988331,0.0472000000,8
2993021,0.0039200000,2
2994961,0.0598000000,6
2995781,0.0220000000,6
2998521,0.0104000000,3
3000121,0.0169000000,3
3001021,0.0316000000,2
3003631,0.0255000000,3
3005031,0.0221000000,3
3011421,0.0294000000,7
3015121,0.0144000000,5
3023081,0.0060300000,5
3025261,0.1668472621,9
3037231,0.0039200000,2
3041621,0.1082306652,9
3043001,0.0090400000,3
3043421,0.0231000000,5
3048711,0.0098600000,2
3050671,0.0039200000,3
3068181,0.0200000000,3
3069221,0.0427000000,5
3070611,0.0121000000,2
3077961,0.0231000000,4
3080581,0.0312000000,5
3082721,0.0039200000,3
3083971,0.0299000000,6
3085101,0.0141000000,2
3088511,0.0488000000,7
3089341,0.0306000000,5
3093591,0.0225000000,3
3095161,0.0097300000,2
3096351,0.0347000000,8
3098341,0.0200000000,4
3101811,0.0806817756,9
3104161,0.0176000000,3
3107351,0.0105000000,4
3110751,0.0377000000,8
3113751,0.0060800000,3
3114881,0.0164000000,3
3115311,0.0140000000,2
3123671,0.0193000000,4
3123781,0.0650791540,7
3127331,0.0039200000,4
3132391,0.0039200000,2
3149831,0.0039200000,2
3151101,0.0404000000,6
3152521,0.0200000000,6
3162421,0.0158000000,5
3164611,0.0118000000,3
3170651,0.0058400000,3
3176081,0.0068200000,2
3180341,0.0084300000,2
3180991,0.0281000000,4
3187421,0.0601000000,7
3188291,0.0378000000,3
3189761,0.0150000000,6
3191301,0.0313000000,4
3201021,0.1112480811,7
3201951,0.0039200000,2
3205981,0.0151000000,4
3212251,0.0167000000,3
3212481,0.1141346013,7
3213261,0.0334000000,5
3214111,0.0168000000,3
3216681,0.0144000000,3
3218161,0.0161000000,2
3218781,0.0057400000,4
3219071,0.1906392169,7
3219551,0.0185000000,5
3220271,0.0437000000,4
3220501,0.0140000000,3
3220891,0.0039200000,5
3223621,0.0137000000,8
3224661,0.0060500000,2
3225561,0.0184000000,3
3226691,0.0317000000,5
3229511,0.0063300000,4
3238871,0.0097900000,3
3240311,0.0091300000,5
3241231,0.0892365679,3
3242121,0.0134000000,5
3242491,0.0039200000,2
3246031,0.2112022059,7
3246671,0.0039200000,5
3265621,0.0238000000,2
3269711,0.0351000000,5
3271221,0.0679039719,7
3271411,0.0221000000,5
3273211,0.0039200000,2
3274831,0.0480000000,4
3275571,0.0143000000,2
3279441,0.1353209583,7
3282501,0.0217000000,3
3283111,0.0372000000,7
3290251,0.0644049557,7
3290711,0.1374496866,7
3295301,0.0039200000,6
3295761,0.1405481495,7
3296171,0.0104000000,4
3298791,0.0217000000,3
3301091,0.0187000000,2
3302431,0.0170000000,3
3304571,0.0768821586,6
3304641,0.0598000000,6
3305611,0.0552000000,7
3307661,0.0210000000,2
3308201,0.0265000000,4
3309511,0.0559000000,6
3312551,0.0039200000,3
3314811,0.2053286847,7
3316031,0.0039200000,5
3316231,0.0301000000,5
3317361,0.0039200000,2
3318851,0.0285000000,6
3321001,0.0125000000,2
3322301,0.0629000000,6
3324401,0.0183000000,6
3326051,0.0128000000,2
3328331,0.0136000000,3
3328411,0.0227000000,4
3330551,0.0345000000,5
3337171,0.0309000000,5
3338021,0.0080700000,3
3342401,0.0665062410,5
3343131,0.0119000000,2
3343211,0.0079600000,2
3352001,0.0460000000,5
3352981,0.0291000000,7
3359851,0.0279000000,3
3365791,0.0110000000,3
3366001,0.0092400000,2
3372141,0.0224000000,4
3372471,0.0039200000,2
3375481,0.0235000000,7
3375921,0.0280000000,8
3376281,0.0212000000,3
3376331,0.0039200000,2
3377241,0.0149000000,5
3380781,0.0284000000,6
3381511,0.0039200000,6
3382001,0.0167000000,5
3382201,0.0039200000,2
3384481,0.0294000000,3
3384961,0.0139000000,3
3386941,0.0147000000,6
3387431,0.0146000000,3
3387891,0.0045800000,3
3388481,0.0196000000,7
3391351,0.0217000000,3
3394331,0.0100000000,4
3394441,0.0236000000,3
3395021,0.0039200000,2
3395361,0.0440000000,6
3395481,0.0284000000,6
3395631,0.0279000000,3
3395921,0.0166000000,5
3400071,0.0190000000,4
3402381,0.0331000000,7
3403451,0.0372000000,6
3405281,0.0195000000,4
3408191,0.0039200000,5
3408881,0.0165000000,5
3409701,0.0241000000,5
3418501,0.0129000000,2
3419011,0.0206000000,5
3421771,0.0039200000,3
3422591,0.0077000000,3
3427751,0.0224000000,2
3434831,0.0485000000,5
3440621,0.0354000000,5
3442281,0.0309000000,6
3442561,0.0102000000,3
3447881,0.0154000000,3
3451931,0.0233000000,5
3472771,0.0630000000,7
3472871,0.0149000000,4
3474461,0.0103000000,3
3476521,0.0194000000,4
3477401,0.0176000000,3
3477731,0.0039200000,2
3486871,0.0230000000,5
3490841,0.0221000000,3
3491601,0.0039200000,2
3494351,0.0170000000,3
3495691,0.0082800000,2
3500971,0.0103000000,3
3504511,0.0313000000,7
3504641,0.0039200000,2
3506041,0.0249000000,5
3512041,0.0451000000,6
3516231,0.0142000000,3
3516311,0.0142000000,4
3520261,0.0726566257,7
3523861,0.0424000000,5
3524301,0.0199000000,3
3526691,0.0074100000,2
3527161,0.0107000000,4
3530471,0.0151000000,2
3531791,0.0228000000,4
3532991,0.0152000000,2
3533311,0.0145000000,3
3533811,0.0219000000,3
3534971,0.0059500000,2
3535971,0.0209000000,3
3536301,0.0169000000,3
3536531,0.0389000000,6
3540471,0.0197000000,4
3540571,0.0162000000,6
3549531,0.0042100000,4
3550301,0.0039200000,3
3551171,0.0231000000,4
3554911,0.0108000000,3
3558391,0.0087300000,3
3558961,0.0198000000,3
3563691,0.0173000000,6
3567091,0.0039200000,3
3570491,0.0472000000,4
3574121,0.0265000000,4
3575131,0.0288000000,4
3577711,0.0114000000,4
3584151,0.0039200000,2
3585401,0.0281000000,2
3589301,0.0126000000,2
3591191,0.0180000000,4
3592101,0.0267000000,4
3592411,0.0156000000,2
3593571,0.0166000000,5
3595951,0.0293000000,4
3596341,0.0228000000,6
3596631,0.0314000000,5
3596781,0.0247000000,4
3597351,0.0181000000,6
3598991,0.0165000000,5
3600081,0.0492000000,6
3600181,0.0113000000,3
3600741,0.0203000000,4
3603741,0.0193000000,5
3604061,0.0324000000,6
3605271,0.0279000000,5
3608271,0.0152000000,5
3608491,0.0141000000,3
3608711,0.0182000000,3
3612021,0.0078600000,2
3614671,0.0532000000,3
3616541,0.0254000000,4
3616621,0.0130000000,2
3620281,0.0242000000,5
3624181,0.0135000000,3
3626361,0.0102000000,2
3626851,0.0039200000,2
3628961,0.0469000000,6
3640491,0.0151000000,3
3641801,0.0039200000,3
3648071,0.0039200000,3
3658721,0.0134000000,2
3661701,0.0098800000,3
3673811,0.0039200000,2
3676661,0.0273000000,5
3677561,0.0225000000,3
3684561,0.0203000000,3
3685421,0.0075400000,3
3686561,0.0137000000,4
3688001,0.0244000000,5
3689291,0.0178000000,2
3692421,0.0172000000,3
3692571,0.0323000000,5
3693391,0.0391000000,6
3694541,0.0039200000,2
3695431,0.0153000000,5
3698461,0.0149000000,2
3700831,0.0365000000,4
3701901,0.0379000000,6
3703321,0.0098800000,4
3704371,0.0565000000,6
3704601,0.0075500000,3
3705121,0.0065300000,2
3706121,0.0318000000,5
3710241,0.0205000000,5
3711191,0.0136000000,2
3711271,0.0109000000,4
3711561,0.0069700000,4
3713931,0.0039200000,2
3716451,0.0183000000,4
3725841,0.0137000000,4
3728881,0.0283000000,4
3738691,0.0177000000,4
3739391,0.0039200000,4
3740101,0.0719138250,7
3755661,0.0153000000,4
3761591,0.0211000000,6
3764051,0.0161000000,4
3765541,0.0257000000,4
3765681,0.0125000000,2
3773471,0.0087500000,5
3776061,0.0107000000,3
3776241,0.0230000000,4
3777491,0.0075300000,2
3780531,0.0101000000,3
3780801,0.0096500000,3
3783051,0.0139000000,2
3785251,0.0261000000,2
3786321,0.0080700000,4
3790691,0.0490000000,4
3791701,0.0227000000,4
3792091,0.0039200000,2
3794131,0.0039200000,4
3794431,0.0179000000,2
3794621,0.0089100000,2
3813811,0.0039200000,3
3814821,0.0141000000,2
3819621,0.0228000000,4
3819851,0.0267000000,4
3820871,0.0192000000,3
3825131,0.0089700000,2
3828481,0.0289000000,3
3831641,0.0198000000,4
3833671,0.0336000000,7
3838101,0.0261000000,2
3838521,0.0380000000,6
3839491,0.0068200000,4
3841051,0.0189000000,5
3842811,0.0039200000,2
3844691,0.0202000000,2
3848171,0.0142000000,3
3849511,0.0080100000,5
3850041,0.0088400000,2
3850171,0.0466000000,6
3853861,0.0179000000,4
3854161,0.0242000000,3
3855181,0.0053100000,4
3855501,0.0086900000,3
3856531,0.0264000000,3
3857171,0.0257000000,5
3857651,0.0135000000,3
3857661,0.0117000000,2
3860701,0.0202000000,5
3860751,0.0083900000,3
3861881,0.0422000000,6
3861981,0.0039200000,3
3862721,0.0066000000,2
3864681,0.0209000000,4
3865031,0.0084900000,3
3868231,0.0187000000,6
3868621,0.0144000000,3
3869541,0.0069300000,2
3871051,0.0153000000,3
3876531,0.0141000000,3
3876631,0.0852220975,7
3877481,0.0174000000,6
3878721,0.0102000000,2
3881771,0.0119000000,2
3881911,0.0039200000,2
3884431,0.0270000000,3
3885101,0.0041600000,3
3885561,0.0440000000,3
3886801,0.0130000000,2
3888711,0.0182000000,2
3894221,0.0150000000,2
3895231,0.0202000000,4
3895891,0.0109000000,2
3898391,0.0189000000,3
3898551,0.0039200000,2
3900061,0.0224000000,2
3900661,0.0352000000,6
3901921,0.0039200000,4
3905651,0.0039200000,2
3910551,0.0239000000,6
3911181,0.0087400000,2
3914961,0.0235000000,2
3915021,0.0297000000,4
3922101,0.0039200000,8
3931821,0.0152000000,3
3950631,0.0372000000,3
3951601,0.0389000000,5
3953221,0.0258000000,2
3954241,0.0143000000,3
3954371,0.0703525881,6
3955771,0.0443000000,5
3961131,0.0181000000,4
3962351,0.0172000000,2
3962531,0.0269000000,4
3962641,0.0195000000,3
3962671,0.0039200000,4
3964161,0.0210000000,4
3967691,0.0158000000,2
3969171,0.0580000000,6
3969281,0.0323000000,4
3970051,0.0168000000,3
3972361,0.0359000000,5
3972831,0.0142000000,3
3974131,0.0161000000,3
3975071,0.0078300000,2
3975361,0.0150000000,2
3975711,0.0165000000,4
3976361,0.0162000000,5
3978651,0.0092300000,3
3980201,0.0139000000,4
3980821,0.0081800000,3
3983131,0.0039200000,3
3984051,0.0131000000,2
3985771,0.0143000000,4
3986541,0.0112000000,2
3986761,0.0268000000,6
3989581,0.0039200000,3
3992271,0.0168000000,4
3992531,0.0251000000,5
3993401,0.0162000000,3
3993701,0.0083000000,2
3993861,0.0105000000,3
3994271,0.0244000000,5
3995001,0.0224000000,2
3995921,0.0132000000,2
4000061,0.0094600000,3
4000671,0.0255000000,5
4002171,0.0039200000,2
4002231,0.0142000000,3
4003031,0.0224000000,4
4005091,0.0103000000,2
4015141,0.0288000000,5
4015961,0.0172000000,2
4024731,0.0083100000,2
4025651,0.0264000000,2
4027091,0.0082500000,3
4028481,0.0103000000,2
4036551,0.0145000000,2
4040221,0.0086600000,4
4047931,0.0264000000,3
4048161,0.0485000000,5
4053431,0.0093900000,2
4053801,0.0131000000,3
4065921,0.0039200000,2
4068821,0.0471000000,3
4069241,0.0083000000,4
4071981,0.0134000000,3
4075961,0.0188000000,2
4087521,0.0121000000,2
4101811,0.0118000000,3
4103871,0.0405000000,3
4106501,0.0248000000,2
4112291,0.0146000000,2
4113261,0.0227000000,3
4114071,0.0141000000,2
4125691,0.0114000000,2
4131631,0.0259000000,3
4133061,0.0204000000,5
4140901,0.0139000000,3
4142421,0.0171000000,2
4149171,0.0146000000,2
4150311,0.0063300000,2
4167681,0.0338000000,5
4169741,0.0047300000,4
4176551,0.0173000000,3
4176731,0.0080600000,3
4180671,0.0368000000,3
4184621,0.0039200000,2
4185871,0.0039200000,2
4191261,0.0151000000,3
4192041,0.0288000000,4
4202651,0.0234000000,3
4205331,0.0151000000,2
4207221,0.0090500000,2
4220781,0.0039200000,2
4229041,0.0104000000,5
4246281,0.0039200000,2
4261961,0.0223000000,2
4264351,0.0039200000,6
4268871,0.0039200000,2
4271551,0.0215000000,2
4278261,0.0111000000,3
4279971,0.0095300000,3
4294181,0.0132000000,2
4297981,0.0176000000,3
4312211,0.0039200000,2
4312401,0.0279000000,3
4327991,0.0081700000,3
4328911,0.0108000000,3
4341121,0.0090500000,2
4343971,0.0119000000,3
4374931,0.0072200000,2
4383391,0.0134000000,3
4403021,0.0067700000,2
4413501,0.0098800000,4
4422361,0.0098300000,3
4441691,0.0309000000,4
4514261,0.0090700000,3
4514281,0.0140000000,2
4588861,0.0039200000,2
4592121,0.0039200000,2
